TMP_average,flow_feed,conductivity,RTS,temp_average,flux
56150.44,0.009448837,4.66015,8.680902,291.65817,1.4723210998120626e-06
56010.62,0.009438902,4.654481,8.679511,291.65765,1.4833240179452841e-06
55870.805,0.009428968,4.6488113,8.67812,291.65714,1.4714872607264256e-06
55730.992,0.009415929,4.6431417,8.676727,291.6566,1.497033564217364e-06
55719.637,0.009395648,4.636662,8.675336,291.6559,1.4745416342941539e-06
55708.28,0.009375366,4.629565,8.673944,291.65524,1.4593145645768039e-06
55696.926,0.009355886,4.6241937,8.672553,291.65457,1.5076885260767531e-06
55685.57,0.00933695,4.621354,8.67144,291.6539,1.479071819187814e-06
55674.215,0.009320184,4.628644,8.67144,291.65326,1.502748686003906e-06
55662.855,0.009303463,4.6308303,8.670262,291.65262,1.479177550021702e-06
55651.5,0.00928656,4.63812,8.66879,291.65213,1.4752239918948217e-06
55640.145,0.009268907,4.643879,8.667318,291.6517,1.4439399062186598e-06
55628.707,0.0092504,4.648981,8.665846,291.6513,1.4562604454513717e-06
55617.16,0.009231438,4.6540837,8.664374,291.65088,1.4652967331326842e-06
55605.55,0.009212303,4.6591864,8.662903,291.65042,1.4192874153779708e-06
55600.395,0.009178902,4.6658196,8.66143,291.65,1.4620377949070408e-06
55621.06,0.0091468515,4.6716876,8.659959,291.6496,1.4621121314457005e-06
55641.723,0.009125396,4.674239,8.658486,291.6492,1.4207396120463193e-06
55662.387,0.009108888,4.6767898,8.657016,291.64883,1.4285353620569356e-06
55683.047,0.009100298,4.6793413,8.659048,291.64844,1.4458117378548946e-06
55703.71,0.009096595,4.681127,8.666337,291.64804,1.4266851516541441e-06
55724.38,0.009109153,4.681127,8.665741,291.64767,1.4330812927249969e-06
55643.023,0.009145967,4.681127,8.665146,291.64725,1.4265847475176175e-06
55550.332,0.009179205,4.681127,8.664551,291.64685,1.4235948895709504e-06
55457.645,0.009209512,4.6738377,8.663955,291.64648,1.462375029672275e-06
55364.953,0.009234531,4.6716685,8.663359,291.6461,1.4159812278741823e-06
55272.26,0.009241993,4.6729136,8.662764,291.64572,1.485478720243103e-06
55179.57,0.009246557,4.674158,8.662168,291.6454,1.4535690216230985e-06
55141.617,0.009240685,4.6754026,8.6615715,291.6458,1.4422049291035571e-06
55103.664,0.009232105,4.6766467,8.660976,291.6462,1.4486725849989537e-06
55065.71,0.009223097,4.6778913,8.660381,291.64667,1.5180934442294e-06
55027.754,0.009210773,4.6791363,8.659785,291.64706,1.4581565589634168e-06
54989.805,0.009198518,4.680381,8.659189,291.6475,1.4472432157931858e-06
54951.605,0.009191943,4.6782117,8.658594,291.6479,1.4619475114603832e-06
54911.25,0.009190258,4.6709223,8.657998,291.64777,1.4807921682694857e-06
54870.89,0.009189777,4.6782117,8.657403,291.64743,1.4131465068867798e-06
54830.53,0.009187848,4.663633,8.656807,291.6471,1.46584350219802e-06
54790.17,0.009184162,4.65875,8.656212,291.64676,1.4447172901938898e-06
54749.816,0.0091793835,4.656291,8.655616,291.64645,1.441180254476814e-06
54709.457,0.009174968,4.653832,8.65502,291.64612,1.4301012785053158e-06
54704.164,0.009171849,4.6513724,8.654425,291.64578,1.4529042553295572e-06
54698.78,0.009168167,4.6489134,8.653829,291.64545,1.4158234942426514e-06
54693.402,0.009164406,4.6464543,8.653234,291.6451,1.4360561695100926e-06
54688.023,0.009161032,4.643996,8.6526375,291.64478,1.4402563831410645e-06
54682.64,0.009157024,4.6415367,8.652042,291.64447,1.4616184339475753e-06
54677.266,0.009152245,4.6403065,8.651446,291.64417,1.443223538141141e-06
54674.668,0.009147136,4.6403065,8.65085,291.64377,1.4220386960648006e-06
54673.27,0.00914263,4.643223,8.650255,291.6434,1.454213031759606e-06
54671.875,0.009138569,4.650512,8.649659,291.64304,1.4306862528384788e-06
54670.477,0.009135123,4.6554904,8.649064,291.64264,1.4278885884865254e-06
54669.08,0.009132134,4.6604686,8.648468,291.64227,1.437132971160175e-06
54667.676,0.009129145,4.6654463,8.647873,291.6419,1.4342635066938466e-06
54666.293,0.0091261985,4.6704245,8.647277,291.6416,1.4489358624050076e-06
54664.914,0.009123255,4.6774826,8.646681,291.6414,1.4442647440722118e-06
54663.53,0.0091203125,4.6824355,8.646087,291.6411,1.421396163554623e-06
54662.152,0.009117286,4.6850524,8.64549,291.64087,1.427406147999631e-06
54660.773,0.009114202,4.6876693,8.644895,291.64062,1.3983749545671392e-06
54659.39,0.009111119,4.6902857,8.644299,291.64038,1.4076600928808448e-06
54659.66,0.009108026,4.6869583,8.643703,291.64014,1.4130883094020394e-06
54660.336,0.00910494,4.681127,8.643107,291.6399,1.4529719097763503e-06
54661.016,0.0091019105,4.6782117,8.642511,291.63968,1.3957522480062247e-06
54661.695,0.009098896,4.6709223,8.641916,291.6394,1.3969846988155452e-06
54662.37,0.009095911,4.669464,8.64132,291.63916,1.4135469871242284e-06
54663.055,0.009092943,4.6621747,8.640725,291.63895,1.4149238280130113e-06
54663.543,0.009091279,4.660717,8.64013,291.6387,1.4337472375172064e-06
54663.754,0.009089465,4.660717,8.639534,291.6385,1.4368409313455804e-06
54663.96,0.00908822,4.660717,8.638938,291.6383,1.4421672092963282e-06
54664.17,0.009086933,4.660717,8.638342,291.6381,1.4441276075318153e-06
54664.383,0.009084985,4.660717,8.637747,291.63794,1.4073884539710748e-06
54664.59,0.009083036,4.660717,8.637151,291.63773,1.4162693794230355e-06
54664.8,0.009081331,4.6658196,8.636556,291.63745,1.408178017905409e-06
54665.01,0.009079648,4.6709223,8.63596,291.63712,1.437506401697127e-06
54665.223,0.009077966,4.6709223,8.633535,291.63678,1.4020621992670361e-06
54665.43,0.009076284,4.6709223,8.630653,291.63647,1.4411809060956775e-06
54665.637,0.009074602,4.6709223,8.630818,291.63614,1.4223720046042439e-06
54665.848,0.009072534,4.6709223,8.630983,291.6358,1.4356784146737483e-06
54666.055,0.0090694055,4.6709223,8.631149,291.63547,1.3990344889155232e-06
54666.266,0.009067686,4.6709223,8.631315,291.63513,1.4295252933074693e-06
54666.48,0.009066198,4.6709223,8.631481,291.63477,1.4096832999631888e-06
54666.688,0.009064511,4.6709223,8.631646,291.63443,1.4324022877856203e-06
54666.895,0.009063099,4.6709223,8.631812,291.6341,1.4304190390821313e-06
54667.105,0.009061686,4.6650906,8.631978,291.63376,1.4311408930412735e-06
54495.402,0.009060282,4.661164,8.632144,291.63437,1.4462384140383774e-06
54151.79,0.009038405,4.6622815,8.632309,291.6359,1.4354654491341948e-06
53808.176,0.00901332,4.6633987,8.632475,291.63742,1.401797240524224e-06
53464.562,0.008987957,4.664516,8.63264,291.63898,1.4164541236137277e-06
53120.945,0.008960722,4.665633,8.632806,291.6405,1.4039718736592233e-06
52777.336,0.008942395,4.666751,8.632972,291.64206,1.4130407803907867e-06
52449.836,0.008927537,4.667868,8.633137,291.64407,1.4079774285977274e-06
52267.402,0.008915751,4.6689854,8.633303,291.65054,1.4076729953946494e-06
52046.75,0.00890508,4.670103,8.633469,291.65698,1.3879107164427812e-06
51736.91,0.008892567,4.6712203,8.633635,291.66345,1.4028482528454975e-06
51330.824,0.0088728955,4.6723375,8.6338,291.6699,1.353406042345239e-06
50823.848,0.008860355,4.673455,8.6339655,291.6763,1.378852708441002e-06
50452.55,0.008762716,4.674572,8.634131,291.68335,1.3565177361992489e-06
50316.0,0.00877606,4.675689,8.634297,291.6915,1.3355002322082045e-06
50179.45,0.0088001145,4.6768064,8.634463,291.69965,1.3598595263082101e-06
50042.9,0.008801518,4.677924,8.634628,291.70782,1.3531217158150563e-06
49983.58,0.0087892115,4.6790414,8.634794,291.71597,1.3646603675054169e-06
49955.617,0.00877918,4.6801586,8.634959,291.72412,1.3681087179349101e-06
49940.18,0.00877016,4.681276,8.635125,291.7321,1.3432777792562894e-06
49859.11,0.008757452,4.6823936,8.635291,291.73895,1.3610670835700895e-06
49789.27,0.008744206,4.683511,8.635457,291.74588,1.321613390120726e-06
49732.95,0.008731288,4.684628,8.635622,291.75287,1.357835021606102e-06
49682.91,0.008718979,4.6857457,8.635722,291.75983,1.3810630507003211e-06
49642.28,0.008707077,4.686863,8.635722,291.7668,1.3598858904528466e-06
49612.44,0.008694823,4.68798,8.635494,291.7738,1.3657564217195535e-06
49583.94,0.008678692,4.6890974,8.635268,291.77856,1.317409368074068e-06
49558.023,0.008661418,4.690215,8.63504,291.78326,1.3514888106932475e-06
49541.676,0.008643869,4.6913323,8.634813,291.78802,1.341240184352761e-06
49529.426,0.008626292,4.6986217,8.634586,291.79276,1.2910325071686573e-06
49517.18,0.008609292,4.7021956,8.63436,291.79752,1.3091393170769291e-06
49513.133,0.0085924575,4.7032933,8.634132,291.80228,1.3186602202433137e-06
49526.434,0.008574204,4.70439,8.633905,291.80383,1.338467995291363e-06
49544.21,0.008555054,4.7054877,8.633678,291.80505,1.3231691172916955e-06
49561.99,0.008538699,4.7065854,8.633451,291.80624,1.30219113642628e-06
49586.14,0.008531404,4.707682,8.6332245,291.80743,1.2842134258197399e-06
49607.29,0.008530524,4.70878,8.6329975,291.80865,1.3210553689573993e-06
49615.06,0.008532234,4.709877,8.632771,291.8098,1.3011120270183997e-06
49612.918,0.008535988,4.710974,8.632544,291.80856,1.3179051592816042e-06
49606.617,0.008534698,4.713929,8.632317,291.80743,1.3299887619665116e-06
49600.316,0.008532647,4.7212186,8.63209,291.80634,1.3210497602556464e-06
49594.01,0.008525946,4.7280703,8.631863,291.80524,1.285844497049949e-06
49587.715,0.00851858,4.734874,8.631636,291.80414,1.33656499406951e-06
49581.414,0.008508585,4.7416773,8.631409,291.80304,1.2864947156165043e-06
49574.926,0.008497508,4.7554784,8.631181,291.80157,1.282341593475984e-06
49568.254,0.008490016,4.7638655,8.630954,291.7999,1.2827632533735284e-06
49561.582,0.008481063,4.76606,8.630728,291.79822,1.3062458051847704e-06
49554.91,0.008471116,4.7682543,8.630501,291.79654,1.2419603948898069e-06
49617.113,0.008463533,4.7704487,8.630273,291.79486,1.307650540672431e-06
49714.523,0.008458445,4.7726436,8.630046,291.7932,1.2904360116300164e-06
49823.33,0.008477636,4.774838,8.629819,291.79108,1.2751450998198456e-06
50023.816,0.00850712,4.777033,8.629592,291.78876,1.3071773676652526e-06
50278.84,0.00853897,4.7792277,8.629365,291.7864,1.3360923042046815e-06
50429.234,0.008563134,4.7814226,8.629138,291.78412,1.3140494930053364e-06
50546.465,0.008587472,4.783178,8.628912,291.78177,1.3225140669326146e-06
50652.76,0.008608937,4.783178,8.628684,291.77945,1.3257983607321878e-06
50911.723,0.008617441,4.7865105,8.628456,291.77725,1.315192391331219e-06
51240.273,0.008614795,4.7906756,8.628229,291.77533,1.3474184844067432e-06
51549.992,0.008613616,4.794841,8.628003,291.7734,1.340946823925688e-06
51859.71,0.008622615,4.7990065,8.627776,291.77148,1.3041697139806478e-06
52142.09,0.008639834,4.8031716,8.627548,291.76956,1.319345386154779e-06
52192.508,0.008650436,4.8073373,8.627322,291.76767,1.352940409008119e-06
52198.566,0.008687232,4.8115025,8.627095,291.766,1.3391526828151141e-06
52310.504,0.008750239,4.8156676,8.626867,291.76453,1.378873149582237e-06
52423.54,0.008812984,4.8198333,8.62664,291.76303,1.3804198542598394e-06
52538.395,0.008880437,4.823998,8.626413,291.76157,1.389056753502182e-06
52657.805,0.008946763,4.828163,8.626187,291.7601,1.4028107934490963e-06
52773.57,0.009008477,4.832329,8.62596,291.75864,1.4344083682177127e-06
52881.18,0.009047289,4.836494,8.625732,291.7569,1.409440890386579e-06
52956.137,0.009047743,4.8406596,8.625505,291.7552,1.4248579187395779e-06
53031.094,0.009042101,4.8444085,8.625278,291.75348,1.4037608350778435e-06
53106.05,0.009038607,4.8444085,8.6250515,291.75177,1.4272091047842389e-06
53181.01,0.009032984,4.8354793,8.624825,291.75006,1.417434420655642e-06
53255.973,0.009031861,4.8342037,8.624598,291.7484,1.3725754152792486e-06
53310.5,0.00903256,4.834787,8.624371,291.74722,1.410812851184097e-06
53319.11,0.009034569,4.835758,8.624144,291.74673,1.403339621288346e-06
53327.723,0.009034233,4.8367305,8.623917,291.7462,1.3792911359725086e-06
53336.332,0.009033368,4.8377023,8.62369,291.7457,1.3634858848977086e-06
53344.945,0.009031928,4.838674,8.623463,291.74515,1.392368808184059e-06
53353.555,0.00902847,4.839646,8.623235,291.74466,1.3948397444434232e-06
53359.67,0.009024514,4.840618,8.623008,291.7441,1.3853096419974823e-06
53362.01,0.009021118,4.84159,8.622781,291.74258,1.4136396959446368e-06
53364.348,0.009019291,4.8425617,8.622555,291.74106,1.4089456048567738e-06
53366.69,0.009018261,4.8435335,8.622328,291.7395,1.4593935587836523e-06
53369.027,0.009017634,4.8444085,8.6221,291.73798,1.3848621778487755e-06
53371.367,0.009014983,4.8444085,8.621873,291.73642,1.4054032663744175e-06
53373.285,0.009012331,4.843563,8.621646,291.73492,1.3679374303688533e-06
53373.496,0.009008861,4.8423553,8.621419,291.7334,1.407879539093377e-06
53373.71,0.009005781,4.8411474,8.621192,291.73178,1.3795797034131563e-06
53373.926,0.009003028,4.8399396,8.620965,291.73022,1.3852668540562567e-06
53374.14,0.009000276,4.8387322,8.620738,291.72864,1.3954420138360531e-06
53374.355,0.008997054,4.8375244,8.620511,291.72708,1.37364515040291e-06
53374.754,0.00899366,4.8363166,8.620283,291.72552,1.3480099062998857e-06
53375.9,0.008990386,4.835109,8.620056,291.72412,1.3915320676737718e-06
53377.04,0.0089876205,4.8339014,8.61983,291.7227,1.397159638404882e-06
53378.184,0.008986217,4.832694,8.619603,291.72125,1.393685748688118e-06
53379.332,0.008985211,4.831486,8.619376,291.71982,1.3947268403740437e-06
53380.473,0.008983108,4.8302784,8.619149,291.71838,1.3848515039541214e-06
53381.617,0.008980386,4.8290706,8.618922,291.71695,1.3574820377929553e-06
53381.742,0.008977051,4.8278627,8.618694,291.71567,1.3943069524296079e-06
53381.605,0.008974043,4.8266554,8.618467,291.7144,1.3741794906783144e-06
53381.484,0.008970899,4.8254476,8.61824,291.71313,1.3733543736765822e-06
53381.37,0.008967866,4.8242397,8.618014,291.71185,1.382504949453218e-06
53381.254,0.008964991,4.8298297,8.617786,291.71057,1.379739652000484e-06
53381.14,0.008962116,4.8325706,8.617559,291.70935,1.4081634752541043e-06
53381.027,0.008958879,4.8284883,8.617332,291.70804,1.3321146993750626e-06
53380.91,0.00895557,4.8244066,8.6171055,291.70673,1.3684522714911092e-06
53380.797,0.0089526605,4.8203244,8.6168785,291.70544,1.398035163953038e-06
53380.68,0.00894975,4.816242,8.616652,291.70413,1.3801783201558603e-06
53380.566,0.008946986,4.8108773,8.616424,291.70282,1.360257624124683e-06
53380.453,0.008944814,4.803588,8.616198,291.70154,1.4268470180754346e-06
53381.383,0.00894266,4.801887,8.615971,291.70032,1.3638806737007663e-06
53382.312,0.008940567,4.800186,8.615744,291.69922,1.3935309995261601e-06
53383.242,0.008938248,4.7984853,8.615516,291.69812,1.382790731799803e-06
53384.17,0.008935859,4.7967844,8.615313,291.697,1.3964059445623207e-06
53385.105,0.0089333365,4.795084,8.615313,291.69586,1.3640430220543587e-06
53386.035,0.008930957,4.793383,8.615452,291.69476,1.405177098073804e-06
53469.254,0.008936896,4.8006725,8.615652,291.69406,1.339601034132585e-06
53552.164,0.008942835,4.8019104,8.615852,291.6934,1.3802686060583409e-06
53635.082,0.008948775,4.7991147,8.616053,291.6927,1.4139057644248417e-06
53717.996,0.008954714,4.796319,8.616253,291.69202,1.4076002351736508e-06
53800.914,0.008972467,4.793523,8.616453,291.6913,1.405947837026088e-06
53883.83,0.008992293,4.7907267,8.616653,291.6906,1.404445059988868e-06
53958.676,0.00900036,4.787931,8.616854,291.68988,1.3685072589182375e-06
54028.145,0.009004442,4.7851353,8.617054,291.6891,1.4013801738755316e-06
54097.613,0.009007114,4.780991,8.617254,291.68832,1.4080539302459638e-06
54167.082,0.009009394,4.7737017,8.617455,291.68753,1.4001828328214137e-06
54236.555,0.009010918,4.7723074,8.617656,291.6867,1.3744362660361384e-06
54306.023,0.009010168,4.771568,8.617856,291.6859,1.3997105328273324e-06
54341.93,0.009011405,4.7708287,8.618056,291.68512,1.4170185471571413e-06
54363.453,0.009011517,4.7700887,8.618257,291.68433,1.3890454292061112e-06
54384.98,0.009011577,4.769349,8.618457,291.68353,1.3985474775784553e-06
54406.504,0.0090116905,4.76861,8.618657,291.68274,1.4386391990801618e-06
54428.027,0.009012566,4.7678704,8.618857,291.68195,1.3851446834596484e-06
54449.555,0.009013298,4.767131,8.619058,291.68112,1.4128543924275805e-06
54459.844,0.009012935,4.7663913,8.619258,291.68036,1.3844743980713072e-06
54465.32,0.009012571,4.7656517,8.619458,291.67957,1.326553137278164e-06
54470.793,0.009012206,4.764912,8.619658,291.67874,1.4215310192210754e-06
54476.273,0.009011842,4.764173,8.619859,291.67795,1.355013938490534e-06
54481.746,0.009011478,4.7634335,8.620059,291.67715,1.4013590549213056e-06
54487.22,0.009011114,4.763497,8.620259,291.6764,1.4016180043662383e-06
54490.207,0.00901075,4.7707863,8.62046,291.67575,1.3678199646413452e-06
54491.53,0.009010387,4.772973,8.62066,291.67517,1.4125275552257802e-06
54492.86,0.0090100225,4.772973,8.620861,291.67462,1.3669106003329925e-06
54494.188,0.009009812,4.772973,8.62106,291.67404,1.4471691105145747e-06
54495.516,0.009009735,4.772973,8.621261,291.67346,1.3823460912822889e-06
54496.844,0.0090094125,4.772973,8.621461,291.67294,1.407326224811764e-06
54498.09,0.009008808,4.772973,8.621661,291.67233,1.395756020978134e-06
54499.285,0.009008203,4.772973,8.621861,291.67166,1.3868248173251733e-06
54500.48,0.009007535,4.7656837,8.622062,291.67096,1.4188405707882284e-06
54501.676,0.009006614,4.752563,8.622263,291.6703,1.3800576035920601e-06
54502.867,0.009005694,4.748189,8.622463,291.6696,1.4258458747852249e-06
54504.062,0.009004773,4.7336106,8.622663,291.6689,1.4057444858608174e-06
54505.28,0.009004017,4.7321525,8.622863,291.6682,1.4099295032777968e-06
54506.598,0.009003303,4.7321525,8.623064,291.66754,1.3846733337875958e-06
54507.914,0.00900259,4.7321525,8.623263,291.66684,1.3820658220699882e-06
54509.23,0.009001876,4.7321525,8.623464,291.6662,1.3929477078335801e-06
54510.547,0.009001162,4.7321525,8.623664,291.6655,1.426066250323058e-06
54511.863,0.0090004485,4.7321525,8.623864,291.66483,1.4135922942980149e-06
54542.58,0.008995149,4.7321525,8.624064,291.66418,1.402416353539742e-06
54617.4,0.00898297,4.7321525,8.624265,291.66364,1.423681441182954e-06
54692.22,0.008966713,4.7321525,8.624466,291.66312,1.406787800388874e-06
54767.04,0.00894333,4.7321525,8.624666,291.6626,1.4192128989446646e-06
54841.855,0.008919588,4.7321525,8.624866,291.66208,1.3809019786315818e-06
54916.676,0.008914672,4.7321525,8.625066,291.66153,1.4026955323343762e-06
54991.5,0.0089198565,4.7321525,8.625266,291.661,1.409574043100328e-06
55202.293,0.008995697,4.7321525,8.625467,291.6606,1.4345899952060173e-06
55413.086,0.009056277,4.7321525,8.625667,291.66025,1.4055311783718912e-06
55623.883,0.009116166,4.7321525,8.625867,291.65982,1.435811861138937e-06
55834.676,0.009176118,4.7321525,8.626068,291.65945,1.4489128360828472e-06
56045.473,0.009232624,4.7321525,8.626268,291.65906,1.4439554897681626e-06
56239.688,0.009282622,4.7321525,8.626468,291.65887,1.4574298721872063e-06
56284.676,0.009296923,4.7321525,8.626669,291.6594,1.450206865240677e-06
56329.67,0.009309837,4.7321525,8.626869,291.6599,1.508855392194721e-06
56374.676,0.0093213,4.7321525,8.6270685,291.66043,1.4915850975622838e-06
56419.68,0.009331832,4.7321525,8.627269,291.66098,1.504490399819547e-06
56464.684,0.009342327,4.7321525,8.627469,291.66147,1.462877787431734e-06
56509.688,0.009350308,4.7321525,8.62767,291.66202,1.4706469449075492e-06
56526.72,0.009346755,4.7319484,8.62787,291.66202,1.4660528302695575e-06
56543.754,0.009342633,4.7299075,8.628071,291.66183,1.4955241812140351e-06
56560.79,0.009337072,4.7278666,8.628271,291.6617,1.4519274572810758e-06
56577.82,0.009332515,4.7258253,8.628471,291.66153,1.4670550041724626e-06
56594.855,0.009327508,4.723784,8.628671,291.6614,1.4835642728910427e-06
56611.887,0.009323157,4.7211623,8.628872,291.66125,1.4919949513831235e-06
56626.566,0.009301523,4.7133126,8.629072,291.6611,1.4420731417496917e-06
56641.25,0.009275523,4.7117424,8.629272,291.66098,1.4495281289143058e-06
56655.93,0.009249523,4.7117424,8.629472,291.6608,1.4284809712414758e-06
56670.613,0.009216455,4.7117424,8.629672,291.66068,1.4689449309130485e-06
56685.293,0.009167973,4.7117424,8.629873,291.6605,1.4465014872954701e-06
56699.973,0.00912137,4.7117424,8.630073,291.66037,1.414627162520703e-06
56709.875,0.009118246,4.7117424,8.630274,291.6604,1.4264857602467323e-06
56719.48,0.0091243675,4.7117424,8.630474,291.66043,1.4339667705672096e-06
56729.082,0.009138246,4.7117424,8.630674,291.66043,1.4600861969910911e-06
56738.688,0.009155428,4.7117424,8.630875,291.66046,1.4318912496016703e-06
56748.293,0.009176601,4.7117424,8.631075,291.6605,1.4538594409532956e-06
56757.895,0.009199148,4.7117424,8.631275,291.66052,1.4442561765175229e-06
56744.266,0.009231104,4.7110925,8.631475,291.66043,1.4182059681014287e-06
56728.05,0.009262352,4.7104425,8.631676,291.66028,1.4880437035186705e-06
56711.84,0.009294896,4.7097926,8.631876,291.6601,1.4891679023141943e-06
56695.63,0.0093169585,4.709142,8.632076,291.6599,1.499808000142404e-06
56679.418,0.009336399,4.7084923,8.632277,291.65973,1.4609373916310407e-06
