TMP_average,flow_feed,conductivity,RTS,temp_average,flux
56663.203,0.009355838,4.7078424,8.632477,291.65958,1.463599740792964e-06
56656.316,0.009346669,4.7071924,8.632677,291.6594,1.5021355962069386e-06
56655.645,0.0093372,4.706542,8.632877,291.65924,1.4557339685549913e-06
56654.973,0.009332383,4.705892,8.633078,291.65906,1.4473616003638167e-06
56654.3,0.009327347,4.7052426,8.633278,291.6589,1.50396861110106e-06
56653.633,0.009321618,4.7045927,8.633478,291.6587,1.484454761233085e-06
56652.957,0.009315323,4.7039423,8.633678,291.65854,1.4752186272552053e-06
56652.285,0.009312439,4.7032924,8.63388,291.65842,1.500505697752863e-06
56651.617,0.009311015,4.7026424,8.63408,291.65836,1.4723473926180548e-06
56650.94,0.009309855,4.7019925,8.63428,291.65826,1.4977760213599556e-06
56650.27,0.009308227,4.6993504,8.63448,291.65817,1.4990313854359662e-06
56649.6,0.009306609,4.692061,8.634681,291.65808,1.4540913308855254e-06
56648.926,0.009304955,4.6913323,8.634881,291.658,1.4609240907539034e-06
56648.258,0.009302978,4.6913323,8.635081,291.65805,1.448122322160449e-06
56647.582,0.009301833,4.6913323,8.635282,291.65817,1.4405679744650271e-06
56646.91,0.009300178,4.6913323,8.635481,291.65826,1.4602305675235604e-06
56646.242,0.00929828,4.6913323,8.635682,291.65836,1.4676794320140341e-06
56645.57,0.009296383,4.6913323,8.635722,291.65845,1.4984941467895498e-06
56644.9,0.009294485,4.6913323,8.636536,291.65857,1.4900474772246885e-06
56645.81,0.009291784,4.6913323,8.6381645,291.65863,1.4675914560771453e-06
56647.77,0.009289119,4.6913323,8.639793,291.65866,1.4680862799934e-06
56649.734,0.009286921,4.6913323,8.641421,291.65872,1.4460615318884712e-06
56651.695,0.009284723,4.6913323,8.64305,291.65875,1.4831339255294678e-06
56653.664,0.009282524,4.6884165,8.644678,291.65878,1.469536837215936e-06
56655.625,0.009280326,4.681127,8.646307,291.6588,1.4655341053979826e-06
56657.344,0.0092781605,4.681127,8.647936,291.65887,1.474255879019481e-06
56658.086,0.009276123,4.681127,8.649564,291.65894,1.473345037396357e-06
56658.83,0.009274085,4.681127,8.651394,291.65897,1.4878509339859198e-06
56659.566,0.009272049,4.681127,8.655039,291.659,1.461466653694928e-06
56660.31,0.0092700105,4.681127,8.657038,291.65903,1.467740105224129e-06
56661.047,0.009267975,4.681127,8.658333,291.65906,1.4582195896187907e-06
56661.79,0.009265928,4.681127,8.659626,291.65912,1.457203457343615e-06
56662.53,0.009263792,4.681127,8.660921,291.65915,1.4748620842754938e-06
56663.27,0.0092616575,4.681127,8.662215,291.6592,1.4771090728471512e-06
56664.01,0.009259524,4.6847715,8.663508,291.65924,1.4384951299189955e-06
56664.75,0.009257445,4.6911907,8.664803,291.65927,1.4721309499761068e-06
56665.496,0.00925539,4.689773,8.666097,291.6593,1.4673292097918207e-06
56665.824,0.009253334,4.688356,8.667391,291.65936,1.4420140787337647e-06
56665.56,0.009251279,4.6869383,8.668686,291.6594,1.4392174807755783e-06
56665.285,0.009249224,4.685521,8.66998,291.65942,1.4547615212942416e-06
56665.016,0.009247169,4.6841035,8.671274,291.65945,1.5051177358534738e-06
56664.746,0.0092451135,4.6826863,8.672568,291.6595,1.4234135472787995e-06
56664.47,0.009243058,4.6812687,8.6738615,291.65958,1.4485798676614297e-06
56664.312,0.009241321,4.6745667,8.675156,291.6596,1.4486418677182123e-06
56665.176,0.00923938,4.6727443,8.67645,291.65967,1.489077909265655e-06
56666.043,0.009237201,4.676389,8.677744,291.65973,1.4164430258378638e-06
56666.906,0.009235021,4.6800337,8.679038,291.6598,1.4525477738869625e-06
56667.773,0.009232841,4.6862297,8.680332,291.65985,1.47057761797774e-06
56668.637,0.009230661,4.6913323,8.681626,291.65994,1.4115633720763794e-06
56669.152,0.009228481,4.6913323,8.682921,291.66,1.4166845447571144e-06
56668.867,0.009226302,4.6913323,8.684215,291.66003,1.4786337695999508e-06
56668.582,0.009224122,4.6913323,8.685509,291.6601,1.439612403455087e-06
56668.297,0.009221942,4.6913323,8.686802,291.66013,1.4568011213984082e-06
56668.01,0.009219762,4.6913323,8.688097,291.66016,1.4457137298432454e-06
56667.727,0.009217583,4.6913323,8.689391,291.6602,1.4528301186602394e-06
56667.44,0.009215402,4.6913323,8.690685,291.66028,1.428957693385151e-06
56668.715,0.009213223,4.6905475,8.692636,291.6603,1.4395317487186362e-06
56670.387,0.009211032,4.6826973,8.700485,291.66034,1.441489323542699e-06
56672.06,0.009208839,4.6768303,8.703364,291.66037,1.4433223702211513e-06
56673.727,0.009206646,4.671459,8.705002,291.6604,1.457530618426701e-06
56675.395,0.009204453,4.6643615,8.706639,291.66046,1.4483855161425912e-06
56676.99,0.009202457,4.660717,8.708276,291.6605,1.452232513860605e-06
56677.906,0.009202241,4.660717,8.709913,291.6606,1.4187791125016291e-06
56678.82,0.009202024,4.660717,8.711551,291.6607,1.3883928560897671e-06
56679.74,0.009201807,4.6646423,8.713188,291.6608,1.4629816068721725e-06
56680.652,0.009201591,4.6709223,8.714826,291.6609,1.4517844771537927e-06
56681.566,0.009201374,4.6709223,8.716462,291.661,1.4750297550638456e-06
56682.484,0.009201157,4.673277,8.718099,291.66113,1.4474891866988865e-06
56684.79,0.009187449,4.681127,8.719736,291.6612,1.3956673104889094e-06
56687.45,0.009170369,4.681127,8.721374,291.66125,1.389207988041256e-06
56690.105,0.009153259,4.681127,8.723011,291.66135,1.417623998299929e-06
56692.76,0.009135719,4.6803985,8.724648,291.6614,1.4742694064917488e-06
56695.42,0.0091151055,4.673109,8.726285,291.66147,1.4327411586136697e-06
56698.08,0.009092162,4.6709223,8.727922,291.66153,1.3900854483425566e-06
56700.734,0.009081893,4.6709223,8.72956,291.6616,1.420291766511874e-06
56703.39,0.0090808775,4.6709223,8.731196,291.66165,1.437109177899965e-06
56706.05,0.009087595,4.6709223,8.732834,291.66168,1.41582357443615e-06
56708.707,0.009094254,4.6709223,8.734471,291.6617,1.429676002351915e-06
56711.367,0.00910144,4.6709223,8.736109,291.66174,1.4232969255781484e-06
56714.023,0.009110421,4.6709223,8.737745,291.66177,1.4322261531243427e-06
56716.676,0.009126052,4.6709223,8.739383,291.66153,1.4253536990039211e-06
56719.336,0.009142372,4.6709223,8.741019,291.66132,1.423828994937853e-06
56721.996,0.009152606,4.6709223,8.742657,291.66107,1.4334434667714275e-06
56724.65,0.00916284,4.6709223,8.744294,291.6608,1.4357405896968767e-06
56727.31,0.009173076,4.6709223,8.745932,291.66055,1.433244006118525e-06
56729.965,0.00918331,4.6709223,8.747568,291.6603,1.4309311102975253e-06
56732.625,0.009187431,4.6709223,8.749206,291.66006,1.443719726843921e-06
56735.277,0.009185438,4.6709223,8.750842,291.65985,1.4611423388658275e-06
56737.938,0.009183444,4.6709223,8.75248,291.65967,1.4240726654033161e-06
56740.598,0.009181451,4.6709223,8.754117,291.65945,1.43932134033336e-06
56743.254,0.009179458,4.6709223,8.755754,291.65927,1.4410019804534756e-06
56745.914,0.009174683,4.6709223,8.757392,291.65906,1.391480984994154e-06
56748.566,0.0091704335,4.6709223,8.759029,291.65887,1.4558590453142694e-06
56751.227,0.009168016,4.6709223,8.760666,291.6586,1.4483650907809544e-06
56753.883,0.009165597,4.6709223,8.762302,291.6583,1.4190577846460844e-06
56756.54,0.0091631785,4.6709223,8.763941,291.658,1.4589765917981676e-06
56759.2,0.00916076,4.6709223,8.765577,291.65768,1.4391687344698005e-06
56761.85,0.009158342,4.6709223,8.767215,291.65738,1.4254792738140853e-06
56777.234,0.009136859,4.6687355,8.768852,291.657,1.4462755496092636e-06
56798.062,0.009101355,4.661446,8.770489,291.6566,1.4180925345869208e-06
56818.895,0.009054987,4.650512,8.772126,291.65613,1.4555195522159268e-06
56839.73,0.009010508,4.650512,8.773763,291.6557,1.382801622416042e-06
56860.56,0.008978061,4.6467524,8.7754,291.6552,1.3819746039667407e-06
56881.387,0.008950492,4.6413813,8.777039,291.6548,1.4234099209893753e-06
56892.973,0.008939108,4.6403065,8.778675,291.65433,1.3822846136853073e-06
56882.977,0.008976077,4.6403065,8.780313,291.65387,1.3951010972611954e-06
56872.984,0.009018002,4.6403065,8.781949,291.6534,1.4275308285273309e-06
56862.992,0.009061268,4.6446805,8.783586,291.65298,1.4154484049439147e-06
56852.996,0.009105017,4.6507044,8.785224,291.6525,1.4470180487750516e-06
56843.0,0.009141025,4.651667,8.786861,291.65207,1.4363925653000063e-06
56834.41,0.0091598565,4.65263,8.788498,291.6516,1.432219600741871e-06
56827.227,0.009159777,4.6535926,8.790135,291.65118,1.4590106141166367e-06
56820.043,0.009158966,4.654556,8.791773,291.65088,1.4600013134534722e-06
56812.86,0.009154992,4.655518,8.793409,291.65063,1.439484638166828e-06
56805.67,0.009150993,4.6564813,8.795047,291.65036,1.4521384614127487e-06
56798.49,0.009141853,4.6574435,8.796683,291.65015,1.432295051153923e-06
56792.875,0.0091368295,4.6584063,8.798322,291.64984,1.4687341637908867e-06
56793.53,0.009133833,4.6593695,8.799959,291.6495,1.4646390600426625e-06
56794.7,0.009131127,4.6603317,8.801596,291.64917,1.4260888482596382e-06
56795.92,0.00912842,4.6560073,8.803232,291.64883,1.4340857717585425e-06
56797.145,0.009125712,4.6507373,8.80487,291.64853,1.4631578439174257e-06
56798.37,0.009123005,4.6514874,8.806507,291.6482,1.4021742239569745e-06
56799.594,0.009120441,4.652238,8.808145,291.648,1.4230865926139532e-06
56800.816,0.009121001,4.6529884,8.809782,291.6482,1.4463318824022888e-06
56802.04,0.00912199,4.6537385,8.811419,291.64838,1.428585619286832e-06
56803.266,0.009122978,4.654489,8.813056,291.64856,1.4612496758805934e-06
56804.49,0.009123967,4.6552396,8.8146925,291.64877,1.4101308101578336e-06
56805.71,0.009124956,4.6559896,8.81633,291.64896,1.41443960296647e-06
56806.934,0.009125464,4.65674,8.817967,291.64914,1.4190945528363837e-06
56808.16,0.009123666,4.6574907,8.819605,291.64935,1.4562124388979675e-06
56809.38,0.009122463,4.6582413,8.821242,291.64957,1.4211173523734173e-06
56810.605,0.009121514,4.658991,8.822879,291.64978,1.44575286016629e-06
56811.83,0.009120565,4.6597414,8.824515,291.64996,1.4161712666375853e-06
56813.055,0.009119616,4.660492,8.826153,291.6502,1.4079798912251004e-06
56814.28,0.009118668,4.6556144,8.82779,291.6504,1.4452568094827938e-06
56815.504,0.009117718,4.6489005,8.829428,291.6506,1.4177318470528424e-06
56816.727,0.00911677,4.6435294,8.831064,291.65085,1.4581300480917324e-06
56817.95,0.009115821,4.637391,8.832702,291.65103,1.4477103423646074e-06
56819.17,0.009114872,4.6301017,8.834339,291.65125,1.437502617609063e-06
56820.395,0.009113923,4.63156,8.835976,291.65146,1.428704306459761e-06
56821.62,0.009112974,4.6388493,8.837613,291.65167,1.39668548275771e-06
56822.844,0.009112026,4.6424003,8.839251,291.6519,1.4214445127856992e-06
56824.066,0.009111076,4.6450167,8.840887,291.6521,1.4111084594975709e-06
56825.293,0.009110128,4.6476336,8.8425255,291.6523,1.4026100609008155e-06
56826.516,0.009107826,4.6502504,8.844162,291.6525,1.411314755186425e-06
56827.74,0.009105177,4.657072,8.8457985,291.6527,1.392841597255112e-06
56828.96,0.009103573,4.660717,8.847436,291.65295,1.4328186352877456e-06
56828.04,0.00910302,4.660717,8.849073,291.65314,1.4393051477327155e-06
56827.113,0.009102465,4.660717,8.850711,291.65335,1.4013732596179822e-06
56826.188,0.0091019105,4.660717,8.852348,291.65356,1.4451660473536449e-06
56825.26,0.009101356,4.660717,8.853985,291.65378,1.423630374456698e-06
56824.34,0.009100802,4.660717,8.855131,291.654,1.4335825604120847e-06
56823.414,0.009100404,4.6592593,8.855131,291.6542,1.412472788832837e-06
56823.906,0.009099061,4.65197,8.856083,291.65442,1.4359939184403566e-06
56825.004,0.009097295,4.650512,8.857141,291.65466,1.4295636717074981e-06
56826.105,0.009095455,4.650512,8.858198,291.65485,1.4649330968398403e-06
56827.207,0.009093503,4.650512,8.859256,291.6551,1.4039948159384311e-06
56828.305,0.009091551,4.650512,8.860313,291.6553,1.4739652972636265e-06
56829.406,0.009089599,4.650512,8.861371,291.65555,1.431572529232116e-06
56830.723,0.009087647,4.6556144,8.862429,291.65582,1.4118692648995186e-06
56832.066,0.009085695,4.6601343,8.863486,291.656,1.424356575080255e-06
56833.41,0.009083743,4.65819,8.864543,291.65607,1.4436636197117172e-06
56834.754,0.009081791,4.656246,8.865601,291.6561,1.3912801139580983e-06
56836.094,0.00907984,4.654302,8.866658,291.65613,1.4612327837935747e-06
56837.438,0.009077888,4.6523585,8.867716,291.65613,1.4150914562207401e-06
56838.812,0.009075936,4.6504145,8.868773,291.65616,1.439121416513644e-06
56840.223,0.009073984,4.648471,8.86983,291.65616,1.4320306379015678e-06
56841.633,0.009072033,4.6465273,8.870889,291.6562,1.4221772855485508e-06
56843.043,0.00907008,4.644583,8.871945,291.6562,1.4298490905133471e-06
56844.45,0.009068129,4.6426396,8.873004,291.65622,1.4374950866350115e-06
56845.86,0.009066177,4.6406956,8.874061,291.65622,1.4183815444076706e-06
56847.27,0.009064225,4.634027,8.875118,291.65625,1.4154535463287213e-06
56848.68,0.0090622725,4.6309247,8.876176,291.65625,1.4120388829081987e-06
56850.086,0.009060966,4.6325707,8.8772335,291.65625,1.448744534570858e-06
56851.492,0.009059578,4.634217,8.878291,291.65628,1.383823436734885e-06
56852.902,0.009057359,4.635863,8.879349,291.65628,1.4203375040742654e-06
56854.312,0.009055139,4.637509,8.880406,291.6563,1.4214190664931004e-06
56855.723,0.009052941,4.6391544,8.881463,291.65628,1.40878799717876e-06
56857.133,0.009050793,4.642662,8.882522,291.65625,1.395644370563958e-06
56858.543,0.009048421,4.650512,8.883578,291.65622,1.4266232290999185e-06
56859.95,0.009046048,4.6539135,8.884636,291.6562,1.4390064932054157e-06
56861.36,0.009043676,4.6573157,8.885694,291.65616,1.4252396277299635e-06
56862.77,0.009041303,4.660717,8.886751,291.65613,1.407418765582472e-06
56864.145,0.009039344,4.660717,8.887809,291.6561,1.3907512777320612e-06
56865.484,0.0090370765,4.662829,8.888866,291.65607,1.4150969039245804e-06
56866.83,0.009034602,4.666347,8.889924,291.656,1.4009333672074414e-06
56868.17,0.009032128,4.669866,8.890981,291.656,1.4227906767237778e-06
56869.516,0.009029654,4.6658196,8.892038,291.65598,1.395390132060991e-06
56870.855,0.00902718,4.659106,8.893096,291.65594,1.4214909707345594e-06
56872.117,0.009024707,4.653734,8.894154,291.6559,1.4198118049751107e-06
56872.63,0.009022409,4.647596,8.895211,291.6559,1.4451785263051726e-06
56873.14,0.00902038,4.6403065,8.895951,291.65588,1.4468771538578793e-06
56873.652,0.0090174815,4.6403065,8.895951,291.65585,1.3913763607209605e-06
56874.168,0.009014583,4.6403065,8.896762,291.65582,1.400057386799834e-06
56874.676,0.009011685,4.6403065,8.897662,291.65582,1.4149566902722277e-06
56875.188,0.009008788,4.6403065,8.898562,291.65585,1.4284610094886475e-06
56875.7,0.009005889,4.650512,8.899463,291.656,1.3828449458368336e-06
56876.215,0.009002991,4.650512,8.900364,291.65616,1.378264700260675e-06
56876.727,0.009000093,4.650512,8.901264,291.6563,1.4036039331770258e-06
56877.24,0.008997195,4.650512,8.902164,291.6565,1.3866411221986767e-06
56877.75,0.008994297,4.650512,8.903065,291.65662,1.4295897796000696e-06
56878.26,0.008985558,4.650512,8.903965,291.65677,1.3989954001428651e-06
56878.773,0.008963186,4.650512,8.904866,291.65662,1.410313448738945e-06
56879.29,0.008940817,4.650512,8.9057665,291.65616,1.4045062682386993e-06
56879.797,0.008916914,4.650512,8.906667,291.65573,1.3586021928938636e-06
56880.31,0.0088917725,4.6499453,8.907567,291.65524,1.3854372330615039e-06
56880.824,0.008867764,4.6442757,8.908467,291.65482,1.36464533056035e-06
56898.977,0.0088402685,4.63812,8.909368,291.65436,1.3439218346045996e-06
56958.285,0.008877437,4.6308303,8.910269,291.6539,1.3808944178434449e-06
57017.598,0.008914605,4.631583,8.911169,291.65384,1.3931773909947311e-06
57076.91,0.008951774,4.6332293,8.91207,291.6538,1.412441816687717e-06
57136.22,0.009017112,4.634875,8.91297,291.6538,1.4487885204215847e-06
57195.53,0.00907212,4.6365213,8.91387,291.6538,1.4629997991292613e-06
57254.844,0.009115415,4.638167,8.914771,291.6538,1.4300077486064798e-06
57284.586,0.009139911,4.639813,8.915671,291.65378,1.4700483820174521e-06
57311.043,0.009164586,4.6454096,8.916573,291.65378,1.4598310969123874e-06
57337.496,0.009184158,4.651124,8.917472,291.65378,1.45946506376742e-06
57363.957,0.009198962,4.6531653,8.918372,291.65378,1.4654107395616196e-06
57390.414,0.009213431,4.655206,8.919273,291.65378,1.4275576198002911e-06
57416.87,0.009226464,4.657247,8.920174,291.65375,1.4598539488763602e-06
57426.953,0.009221642,4.6592884,8.921074,291.65375,1.4395423168329003e-06
57437.03,0.009217228,4.660717,8.921975,291.65375,1.4370646375472105e-06
57447.11,0.009210823,4.660717,8.922874,291.65375,1.4684469292371263e-06
57457.188,0.0092044175,4.6575503,8.923776,291.65372,1.4495140386026508e-06
57467.266,0.009198013,4.6540313,8.924676,291.65372,1.449277727261326e-06
57477.348,0.009191608,4.650512,8.925576,291.65372,1.4274924187209505e-06
57487.426,0.009174249,4.643223,8.926477,291.65372,1.4153076510632428e-06
57497.508,0.009152468,4.6403065,8.926567,291.65372,1.4478537733171004e-06
57507.586,0.00913091,4.6403065,8.926567,291.6537,1.4072016345141586e-06
57517.664,0.009108675,4.6403065,8.926567,291.6537,1.4753921832449113e-06
57527.742,0.009077509,4.6403065,8.926567,291.6537,1.4377257641751307e-06
57537.824,0.009038868,4.6403065,8.926567,291.6537,1.3918829371519694e-06
57607.1,0.009043585,4.6403065,8.926567,291.65366,1.4167424196250923e-06
57676.38,0.0090746535,4.6446805,8.926567,291.65366,1.4163352861045037e-06
57745.656,0.009118802,4.6502705,8.926567,291.65366,1.4208429086105632e-06
57814.934,0.009163199,4.6490626,8.926567,291.65366,1.4302952480736146e-06
57884.21,0.009207236,4.647855,8.926567,291.65366,1.4492658845070292e-06
57953.484,0.009253083,4.6466475,8.926567,291.65363,1.4729874039324364e-06
57976.312,0.009272484,4.6454396,8.926567,291.65363,1.506296057563504e-06
57968.18,0.009285509,4.644232,8.926567,291.65363,1.4615219394649628e-06
57960.043,0.009299052,4.643024,8.926567,291.65363,1.4483571200192372e-06
57951.902,0.009304739,4.641816,8.926567,291.65356,1.4764058648334335e-06
57943.77,0.009308885,4.640609,8.926018,291.65356,1.468103349735069e-06
57935.633,0.009312137,4.639401,8.925331,291.65356,1.444542242097252e-06
57938.01,0.009310884,4.638193,8.924645,291.65356,1.46783853850291e-06
57944.906,0.009306918,4.6369853,8.923958,291.65356,1.4912153752527171e-06
57951.797,0.009304272,4.6357775,8.923272,291.65353,1.466133817264064e-06
57958.684,0.009304053,4.6345706,8.9225855,291.65353,1.4571008145626594e-06
57965.58,0.009304754,4.633363,8.921899,291.65353,1.4544578971983292e-06
57972.47,0.00930549,4.632155,8.921212,291.65353,1.472874751190979e-06
57973.496,0.009305823,4.630947,8.920526,291.6535,1.453081970647457e-06
57972.016,0.0093054995,4.632457,8.91984,291.6535,1.4746049551714262e-06
57970.535,0.009305896,4.6403065,8.919153,291.6535,1.4576663834485954e-06
57969.055,0.009306292,4.643826,8.9184675,291.6535,1.4297160803740925e-06
57967.574,0.009306701,4.647345,8.917781,291.6535,1.4652571455565378e-06
57966.094,0.009307162,4.651241,8.917094,291.65347,1.4833541482920995e-06
57965.312,0.009307601,4.65853,8.916408,291.65347,1.4763247317728743e-06
57966.184,0.0093076285,4.660717,8.915721,291.65347,1.4990956148138607e-06
57967.047,0.009307831,4.660717,8.915034,291.65347,1.4640170647451522e-06
57967.914,0.009308185,4.660717,8.914348,291.65344,1.4589472292023103e-06
57968.77,0.009308535,4.660717,8.913662,291.65344,1.4604991414709656e-06
57969.617,0.00930887,4.660717,8.912975,291.65344,1.487420370961221e-06
57970.465,0.009309205,4.660717,8.912289,291.65344,1.4936162780238194e-06
57971.316,0.0093095405,4.65197,8.911602,291.6534,1.4457368490529782e-06
57972.164,0.009310327,4.6403065,8.911259,291.65338,1.476518932145564e-06
57973.016,0.009311477,4.6403065,8.911139,291.65338,1.4522218046648878e-06
57973.863,0.00931186,4.6403065,8.909931,291.65335,1.4940242646110927e-06
57974.71,0.009311942,4.6403065,8.908723,291.65332,1.4817817459581079e-06
57975.56,0.009311892,4.6403065,8.907516,291.65332,1.4564241546707297e-06
57976.41,0.0093133645,4.6403065,8.906307,291.65332,1.4625223530877554e-06
57977.258,0.009313956,4.6421075,8.905099,291.6533,1.4323920901753192e-06
57978.105,0.0093144495,4.644109,8.903892,291.6533,1.5160977998644233e-06
57978.957,0.009314944,4.6461096,8.902684,291.6533,1.4783749360524659e-06
57979.8,0.009315438,4.648111,8.901477,291.65326,1.4513782154552815e-06
57980.547,0.009315958,4.6501117,8.9002695,291.65326,1.4702657403358862e-06
57981.04,0.009316481,4.650512,8.899061,291.65326,1.4478313749922847e-06
57981.535,0.009317003,4.650512,8.897853,291.6532,1.4864056895181644e-06
57982.03,0.009317178,4.650512,8.896646,291.6532,1.4321188628148085e-06
57982.523,0.009317278,4.650512,8.895438,291.6532,1.4801666331239711e-06
57983.016,0.0093175415,4.650512,8.894231,291.6532,1.4956284926963832e-06
57983.51,0.009317805,4.650512,8.8930235,291.65317,1.473497227971371e-06
57986.113,0.00931807,4.650512,8.891815,291.65317,1.4983867214163317e-06
57988.945,0.009318333,4.6471105,8.889391,291.65317,1.4827436171205524e-06
57991.777,0.009318597,4.643708,8.882102,291.65314,1.496099597243032e-06
57994.613,0.009318861,4.6403065,8.880127,291.65314,1.4597552391363826e-06
57997.44,0.009319125,4.632457,8.879479,291.65314,1.4720982477763145e-06
58000.277,0.009319018,4.6301017,8.878833,291.6531,1.485464138379497e-06
58003.11,0.009318412,4.6301017,8.878185,291.6531,1.4911131804179965e-06
58005.945,0.009318178,4.6301017,8.877539,291.6531,1.4544010685713113e-06
58008.777,0.00931829,4.6352043,8.876892,291.65308,1.4230653929928946e-06
58011.61,0.009318706,4.6410723,8.8762455,291.65308,1.4570485756215192e-06
58014.445,0.009319215,4.6436234,8.875598,291.65308,1.4770839150561822e-06
58017.273,0.00931929,4.646175,8.874951,291.65308,1.467775605092156e-06
58020.11,0.009319364,4.648726,8.874305,291.65305,1.470444292759629e-06
58022.94,0.009319439,4.650512,8.873657,291.65305,1.4549058592351988e-06
58025.777,0.009319514,4.650512,8.873011,291.65305,1.470178193416383e-06
58028.61,0.0093195895,4.6521316,8.872363,291.653,1.4970821264878594e-06
58031.44,0.009319664,4.6537514,8.871717,291.653,1.4558721943891875e-06
58034.273,0.009319739,4.6553717,8.871069,291.653,1.478833669877885e-06
58037.11,0.009318359,4.6569915,8.870423,291.65298,1.514731862833887e-06
58039.94,0.009317734,4.6586113,8.869776,291.65298,1.4517736829567437e-06
58042.773,0.0093165785,4.660231,8.869129,291.65298,1.4516821394410154e-06
58045.61,0.009314807,4.6556144,8.868482,291.65298,1.4695821732830281e-06
58048.44,0.009313037,4.650512,8.867835,291.65295,1.4832273780540797e-06
58051.27,0.009311265,4.650512,8.867188,291.65295,1.4630026666334927e-06
58053.047,0.009299128,4.650512,8.866542,291.65295,1.4454680185555217e-06
58054.7,0.009280079,4.650512,8.865894,291.65292,1.4646062001734378e-06
58056.355,0.009261032,4.650512,8.865248,291.65292,1.4065669042460563e-06
58058.01,0.009241982,4.650512,8.8646,291.65292,1.415021941869177e-06
58059.664,0.009220125,4.650512,8.863954,291.65286,1.439446277250299e-06
58061.32,0.009198814,4.650512,8.863306,291.65286,1.4472576707724973e-06
58152.99,0.0092419125,4.650512,8.862659,291.65305,1.4311593472536849e-06
58255.008,0.009298439,4.650512,8.862013,291.65326,1.468557373966606e-06
58357.027,0.009373826,4.650512,8.861366,291.6534,1.4584877332234833e-06
58459.05,0.009516396,4.650512,8.860719,291.65363,1.4933300095569844e-06
58561.07,0.009480431,4.650512,8.860072,291.6538,1.5559804174583569e-06
58663.09,0.009504637,4.650512,8.859426,291.654,1.4949854451931268e-06
58705.098,0.009517229,4.650512,8.858778,291.65408,1.525577451882321e-06
58687.09,0.009521932,4.650512,8.858131,291.65405,1.4932016440607411e-06
58669.08,0.009529334,4.6454096,8.857485,291.65405,1.5336790719325916e-06
58651.07,0.009537034,4.640573,8.856838,291.65402,1.5459943776124816e-06
58633.062,0.009542829,4.641461,8.856191,291.654,1.5188902340344542e-06
58615.05,0.009549107,4.642348,8.855544,291.654,1.5293919640262273e-06
58608.082,0.00954417,4.6432357,8.854897,291.65408,1.5435088192386122e-06
58608.47,0.009532432,4.6441226,8.85425,291.6542,1.5361621792173712e-06
58608.85,0.009520694,4.64501,8.853602,291.6544,1.493004040074005e-06
58609.242,0.009508955,4.6458974,8.852956,291.6545,1.5201794187294253e-06
58609.63,0.009497217,4.646785,8.852309,291.6547,1.4770902066159472e-06
58610.01,0.0094854785,4.647672,8.851663,291.65485,1.5225676433967075e-06
58610.4,0.009474197,4.6485596,8.851015,291.6549,1.4783758828214384e-06
58610.79,0.009464024,4.649447,8.8503685,291.65485,1.5126668695774746e-06
58611.176,0.009453889,4.650335,8.849721,291.6548,1.5246041718584772e-06
58612.008,0.009443963,4.6563435,8.849074,291.65472,1.5415023279405876e-06
58613.5,0.009433446,4.660225,8.848427,291.65466,1.5070540442752098e-06
58615.0,0.0094219195,4.6589956,8.847781,291.65457,1.537994778730987e-06
58616.496,0.009399765,4.6577663,8.847134,291.6545,1.4677174515944243e-06
58617.996,0.009363851,4.6565366,8.846487,291.65442,1.4560160972429324e-06
58619.492,0.009334523,4.6553073,8.8458395,291.65436,1.4422728823492893e-06
58620.992,0.009313787,4.6540775,8.845193,291.65427,1.4927317998123298e-06
58622.49,0.0093004685,4.6528482,8.844546,291.6542,1.4859425056117011e-06
58623.99,0.0092885755,4.651619,8.843899,291.65414,1.4399959897738342e-06
58625.49,0.009303583,4.649783,8.843252,291.65408,1.4636057148524298e-06
58626.984,0.009339174,4.6424937,8.842606,291.65402,1.450898905733238e-06
58628.48,0.0093803555,4.641313,8.841959,291.65396,1.5114557530280306e-06
58629.98,0.009420983,4.6427503,8.841311,291.65384,1.5237982839628587e-06
58631.477,0.00945495,4.644188,8.840665,291.65378,1.4945451890773942e-06
58632.973,0.009483944,4.645625,8.840017,291.65372,1.5223103023632453e-06
58634.477,0.009508256,4.6470623,8.839823,291.65366,1.5062686937214215e-06
58635.973,0.009509157,4.6485,8.839686,291.65356,1.5083916911831756e-06
58637.47,0.009507673,4.649937,8.839342,291.6535,1.4887101006675946e-06
58638.97,0.00950542,4.6548853,8.838998,291.65344,1.5140559275429114e-06
58640.47,0.009503463,4.6604996,8.8386545,291.65338,1.5147237898310665e-06
58641.96,0.009501,4.6594143,8.838312,291.6533,1.5101675451032676e-06
58643.17,0.009499337,4.6583285,8.837968,291.6532,1.511512663558544e-06
58643.7,0.009498528,4.6572433,8.837625,291.65314,1.5443761840512681e-06
58644.227,0.009497721,4.6561575,8.83728,291.65308,1.5286005861755767e-06
58644.758,0.009497144,4.6550717,8.836937,291.653,1.4981672083034802e-06
58645.285,0.009497497,4.653986,8.836594,291.65295,1.4961623173016233e-06
58645.81,0.009496828,4.6529,8.83625,291.65286,1.4746765760542999e-06
58646.344,0.009495053,4.651815,8.835907,291.6528,1.5204475836506632e-06
58647.97,0.009493765,4.650729,8.835563,291.6527,1.5048340456369382e-06
58649.598,0.009492414,4.6446805,8.835218,291.65265,1.5022074357195335e-06
58651.227,0.009491074,4.6409764,8.834875,291.6526,1.5114934300768802e-06
58652.86,0.009489895,4.6426487,8.834533,291.6525,1.5033031502585126e-06
